"3-acetyl,6-bromo coumarin",1.4548448600085102
6-hydroxy coumarin,1.1072099696478683
"3-acetyl,7-diethylamino coumarin",0.0
"3-acetyl,7-hydroxy coumarin",1.209515014542631
"3-acetyl,8-ethoxy coumarin",0.0
"3-acetyl,8-hydroxy coumarin",0.0
3-acetyl coumarin,0.8920946026904804
"3-benzoyl,6-chloro coumarin",0.6434526764861874
"3-benzoyl,6,8-dibromo coumarin",0.0
"3-benzoyl,6-hydroxy coumarin",1.8293037728310249
"3-benzoyl,7-benzoyl coumarin",1.3579348470004537
"3-benzoyl,7-hydroxy coumarin",2.0
"3-benzoyl,7-methoxy coumarin",1.2174839442139063
"3-benzoyl,8-ethoxy coumarin",0.0
3-benzoyl coumarin,0.9822712330395684
"3-cyano,6-bromo coumarin",0.8976270912904415
"3-cyano,6-methoxy coumarin",1.2966651902615312
"3-cyano,6-hydroxy coumarin",1.649334858712142
"3-cyano,7-benzoyl coumarin",0.8512583487190752
"3-cyano,7-methoxy coumarin",0.0
"3-cyano,8-hydroxy coumarin",1.7965743332104296
"3-cyano,8-ethoxy coumarin",0.0
3-cyano coumarin,0.0
"3-ethoxycarbonyl,6-bromo coumarin",0.0
"3-ethoxycarbonyl,6-chloro coumarin",1.3031960574204888
"3-ethoxycarbonyl,6-dihydroxyamino coumarin",1.7759743311293692
"3-ethoxycarbonyl,6-hydroxy coumarin",1.8195439355418688
"3-ethoxycarbonyl,6,8-dibromo coumarin",1.4683473304121573
"3-ethoxycarbonyl,7-methoxy coumarin",0.0
"3-ethoxycarbonyl,8-ethoxy coumarin",0.0
3-ethoxycarbonyl coumarin,0.0
"3-methoxycarbonyl,6-bromo coumarin",0.8129133566428556
"3-methoxycarbonyl,6-dihydroxyamino coumarin",1.3263358609287514
"3-methoxycarbonyl,6-hydroxy coumarin",1.3710678622717363
"3-methoxycarbonyl,6-methoxy coumarin",0.9956351945975499
"3-methoxycarbonyl,7-hydroxy coumarin",2.0
"3-methoxycarbonyl,7-methoxy coumarin",0.0
3-methoxycarbonyl coumarin,0.36172783601759284
7-hydroxy coumarin,0.3222192947339193
coumarin,0.0
